Date,Population,T avg C,D.P avg C,humidity,Average wind speed(Kmh),Ppt avg (in),water consumption(m3)
11/22/year 3,3174,15.55555556,6.666666667,55,48.3123868,0,757.460541
11/23/year 3,3174,15,5,54,48.4169939,0,1120.935609
11/24/year 3,4082,12.22222222,6.111111111,61.5,48.4250406,0,1339.959432
11/25/year 3,4082,14.44444444,7.222222222,62.5,48.4009005,0,1449.054948
11/26/year 3,4082,14.44444444,7.222222222,58.5,48.1836396,0,1252.516461
11/27/year 3,4082,15.55555556,8.333333333,57.5,48.199733,0,1442.392626
11/28/year 3,4082,16.66666667,8.888888889,63,48.3445736,0,1454.884479
11/29/year 3,3174,16.66666667,9.444444444,56.5,48.3445736,0,1443.225417
11/30/year 3,3174,16.66666667,8.333333333,61.5,48.3928538,0,1424.904032
12/1/year 3,4082,16.66666667,7.222222222,55,48.4491807,0,1521.431987
12/2/year 3,4082,15.55555556,5,45,48.2480132,0,1434.064724
12/3/year 3,4082,16.66666667,6.111111111,49.5,48.2399665,0,1445.723787
12/4/year 3,4082,15.55555556,5.555555556,53,48.3526203,0,1445.723787
12/5/year 3,4082,15.55555556,6.666666667,58.5,48.3445736,0,1360.779187
12/6/year 3,3174,15.55555556,5,54.5,48.4733208,0,1381.598942
12/7/year 3,3174,15,5.555555556,51.5,48.3767604,0,1421.572871
12/8/year 3,4082,14.44444444,5.555555556,57,48.3687137,0,1459.915289
12/9/year 3,4082,13.33333333,4.444444444,53,48.4733208,0,1435.730305
12/10/year 3,4082,13.33333333,4.444444444,53.5,48.5055076,0,1437.395885
12/11/year 3,4082,12.22222222,3.333333333,51,48.5055076,0,1423.268735
12/12/year 3,4082,13.33333333,4.444444444,54.5,48.5055076,0,1424.071242
12/13/year 3,3174,12.77777778,4.444444444,50,48.441134,0,1454.884479
12/14/year 3,3174,11.11111111,5,64.5,48.5135543,0,1446.556577
12/15/year 3,4082,11.11111111,6.111111111,48.5,48.5698812,0,1425.736822
12/16/year 3,4082,11.11111111,5.555555556,65.5,48.6262081,0,1413.244969
12/17/year 3,4082,10.55555556,5.555555556,63.5,48.6423015,0,1431.566354
12/18/year 3,4082,10,5,62.5,48.6101147,0,1389.094054
12/19/year 3,4082,10,5.555555556,69,48.6986284,0,1372.43825
12/20/year 3,3174,10,5.555555556,70,48.5296477,0,1375.76941
12/21/year 3,3174,10.55555556,5,60,48.4330873,0,1375.76941
12/22/year 3,4082,10,5.555555556,70,48.3767604,0,1354.116865
12/23/year 3,4082,12.22222222,5,56,48.4974609,0,1359.946397
12/24/year 3,4082,11.11111111,2.777777778,56.5,48.5940213,0,1350.785704
12/25/year 3,4082,12.22222222,4.444444444,60,48.5296477,0,1352.451285
12/26/year 3,4082,11.11111111,1.111111111,54,48.441134,0,1345.713255
12/27/year 3,3174,10,3.333333333,59,48.4169939,0,1364.943138
12/28/year 3,3174,11.11111111,2.777777778,54.5,48.4250406,0,1378.267781
12/29/year 3,4082,10.55555556,2.777777778,56,48.4894142,0,1367.441508
12/30/year 3,4082,11.11111111,3.333333333,60.5,48.3848071,0,1374.10383
12/31/year 3,4082,12.77777778,2.777777778,54,48.4652741,0,1364.10383
1/1/year 4,4088,12.22222222,3.333333333,53.5,48.6101147,0,1394.10383
1/2/year 4,4088,12.22222222,2.777777778,53,48.4813675,0,1374.10383
1/3/year 4,3180,13.33333333,5,55.5,48.4813675,0,1410.746599
1/4/year 4,3180,11.11111111,3.333333333,59.5,48.6181614,0,1402.418697
1/5/year 4,4088,11.66666667,5,57.5,48.4733208,0,1396.589165
1/6/year 4,4088,12.22222222,3.888888889,56.5,48.3043401,0,1394.923585
1/7/year 4,4088,12.22222222,5.555555556,75,48.3928538,0,1434.897515
1/8/year 4,4088,10,6.111111111,72.5,48.4733208,0,1413.244969
1/9/year 4,4088,12.22222222,3.888888889,57,48.5698812,0,1414.07776
1/10/year 4,3180,11.11111111,5,64.5,48.4974609,0,1394.090795
1/11/year 4,3180,13.33333333,3.333333333,55.5,48.4733208,0,1389.926844
1/12/year 4,4088,11.11111111,6.666666667,75.5,48.4652741,0,1400.753116
1/13/year 4,4088,8.888888889,7.222222222,80.5,48.4572274,0.71,1413.017845
1/14/year 4,4088,13.33333333,8.333333333,69.5,48.5618345,0,1414.07776
1/15/year 4,4088,13.33333333,8.333333333,72.5,48.6181614,0,1420.740081
1/16/year 4,4088,12.77777778,7.222222222,71,48.5457411,0,1414.07776
1/17/year 4,3180,12.22222222,4.444444444,54.5,48.5457411,0,1396.589165
1/18/year 4,3180,12.22222222,3.888888889,52.5,48.1514528,0,1395.756375
1/19/year 4,4088,12.22222222,3.333333333,52.5,48.4894142,0,1384.097312
1/20/year 4,4088,11.66666667,5.555555556,59.5,48.4894142,0,1387.428473
1/21/year 4,4088,8.888888889,7.777777778,75,48.6262081,0.43,1410.746599
1/22/year 4,4088,12.22222222,7.222222222,68.5,48.6101147,0,1420.740081
1/23/year 4,4088,11.11111111,7.777777778,76.5,48.6664416,0.08,1413.244969
1/24/year 4,3180,10,5.555555556,69,48.6342548,0,1413.244969
1/25/year 4,3180,11.11111111,5,60,48.1836396,0,1415.74334
1/26/year 4,4088,10,6.111111111,71.5,48.6262081,0,1413.244969
1/27/year 4,4088,11.11111111,4.444444444,64.5,48.6181614,0,1410.746599
1/28/year 4,4088,8.888888889,2.777777778,45.5,48.4813675,0,1420.36154
1/29/year 4,4088,8.888888889,2.222222222,56.5,48.6423015,0,1428.008068
1/30/year 4,4088,10,1.111111111,54,48.6664416,0,1435.730305
1/31/year 4,3180,11.11111111,2.222222222,47.5,48.4733208,0,1423.238452
2/1/year 4,3180,10,4.444444444,54,48.4733208,0,1415.74334
2/2/year 4,4088,8.888888889,8.333333333,77,48.5537878,0.04,1446.556577
2/3/year 4,4088,13.33333333,8.333333333,72.5,48.6744883,0.04,1445.723787
2/4/year 4,4088,12.77777778,5.555555556,58,48.7951888,0,1473.205864
2/5/year 4,4088,13.33333333,3.333333333,51.5,48.521601,0,1449.054948
2/6/year 4,4088,12.22222222,4.444444444,55.5,48.5055076,0,1455.71727
2/7/year 4,3180,10,6.111111111,74,48.5618345,0.16,1472.373074
2/8/year 4,3180,13.88888889,7.777777778,70.5,48.5457411,0,1477.369815
2/9/year 4,4088,13.33333333,6.666666667,59.5,48.6101147,0,1478.202605
2/10/year 4,4088,14.44444444,3.888888889,49,48.5779279,0,1449.206364
2/11/year 4,4088,15.55555556,5,51,48.4089472,0,1275.834586
2/12/year 4,4088,15.55555556,4.444444444,49,48.3526203,0,1264.175524
2/13/year 4,4088,16.11111111,5,49.5,48.2158264,0,1271.670635
2/14/year 4,3180,16.66666667,5,45.5,48.1031726,0,1206.713
2/15/year 4,3180,16.66666667,5.555555556,44.5,48.199733,0,1275.834586
2/16/year 4,4088,13.33333333,10.55555556,65,48.360667,0.39,1266.673894
2/17/year 4,4088,15.55555556,10.55555556,73.5,48.3445736,0,1267.506684
2/18/year 4,4088,16.11111111,11.11111111,68,48.2882467,0.04,1282.496908
2/19/year 4,4088,12.77777778,10.55555556,83,48.360667,1.61,1268.339475
2/20/year 4,4088,12.22222222,10.55555556,87,48.4733208,0.12,1433.231934
2/21/year 4,3180,15.55555556,11.11111111,71,48.4894142,0,1459.04843
2/22/year 4,3180,17.77777778,11.11111111,60,48.3284802,0,1446.556577
2/23/year 4,4088,18.88888889,13.33333333,69,48.3284802,0,1459.881221
2/24/year 4,4088,16.66666667,13.33333333,75.5,48.1594995,0.08,1458.139932
2/25/year 4,4088,13.33333333,10,73.5,48.0468457,0.87,1468.209123
2/26/year 4,4088,12.22222222,6.111111111,57.5,46.8157006,0,1454.051689
2/27/year 4,4088,15,6.111111111,57,48.2560599,0,1464.045172
2/28/year 4,3180,14.44444444,6.111111111,53,48.2882467,0,1455.71727
3/1/year 4,3180,11.11111111,10,83,48.2158264,0.75,1435.730305
3/2/year 4,4088,11.11111111,10.55555556,91,48.1514528,4.61,1456.55006
3/3/year 4,4088,12.22222222,10,83,48.3526203,0,1463.212381
3/4/year 4,4088,12.77777778,8.333333333,72.5,48.2962934,0,1486.530507
3/5/year 4,4088,11.66666667,9.444444444,81,48.3767604,0.39,1486.530507
3/6/year 4,4088,12.77777778,9.444444444,73,48.5537878,0,1431.869187
3/7/year 4,3180,11.11111111,8.333333333,77,48.3123868,1.1,1461.773926
3/8/year 4,3180,11.11111111,7.222222222,48.5,48.2721533,0.28,1462.985257
3/9/year 4,4088,12.77777778,6.666666667,65,48.5779279,0,1462.606716
3/10/year 4,4088,15.55555556,7.222222222,57,48.6583949,0,1466.505688
3/11/year 4,4088,17.22222222,8.888888889,56.5,48.5135543,0,1470.707493
3/12/year 4,4088,17.77777778,8.888888889,51,48.5055076,0,1452.386109
3/13/year 4,4088,17.77777778,7.777777778,51.5,48.3123868,0,1455.225166
3/14/year 4,3180,17.77777778,8.333333333,49.5,48.4733208,0,1235.141429
3/15/year 4,3180,14.44444444,11.66666667,79,48.3767604,1.26,1248.238948
3/16/year 4,4088,13.33333333,11.66666667,86.5,48.4733208,0.55,1255.355518
3/17/year 4,4088,16.66666667,11.11111111,71.5,48.5135543,0,1307.139927
3/18/year 4,4088,17.77777778,9.444444444,62.5,48.2560599,0,1282.459054
3/19/year 4,4088,18.88888889,9.444444444,49,48.3204335,0,1260.427968
3/20/year 4,4088,20,10.55555556,52,48.3204335,0,1275.796732
3/21/year 4,3180,20,10,47,48.4169939,0,1452.045422
3/22/year 4,3180,21.11111111,10.55555556,49.5,48.2480132,0,1461.130406
3/23/year 4,4088,22.22222222,11.66666667,49.5,48.0951259,0,1456.247227
3/24/year 4,4088,22.77777778,13.33333333,56.5,48.2319198,0.28,1469.269037
3/25/year 4,4088,22.22222222,13.33333333,57.5,48.441134,0,1442.354772
3/26/year 4,4088,22.22222222,13.33333333,57.5,48.3365269,0,1456.55006
3/27/year 4,4088,23.33333333,15,57.5,48.2962934,0,1462.379591
3/28/year 4,3180,23.33333333,16.11111111,68.5,48.1031726,0.71,1464.385859
3/29/year 4,3180,16.66666667,13.33333333,77,48.1273127,1.02,1477.483377
3/30/year 4,4088,16.66666667,11.66666667,68,48.1836396,0,2518.77396
3/31/year 4,4088,19.44444444,12.77777778,60.5,48.2560599,0.31,1453.559586
4/1/year 4,4088,15.55555556,13.88888889,88,48.1514528,0.63,1471.199597
4/2/year 4,4088,17.77777778,13.88888889,73,47.9824721,0.04,1470.593931
4/3/year 4,4088,17.77777778,15,81,47.8456782,0.31,1471.123888
4/4/year 4,3180,18.88888889,12.77777778,66,47.8376315,0,1466.505688
4/5/year 4,3180,20,12.77777778,59,48.0548924,0,1479.868185
4/6/year 4,4088,20,11.66666667,52,48.0307523,0,1476.196338
4/7/year 4,4088,17.77777778,13.33333333,67.5,48.8273756,0,1398.671141
4/8/year 4,4088,20,12.77777778,60.5,48.3445736,0,1489.558835
4/9/year 4,4088,22.22222222,12.77777778,57,48.2399665,0,1484.259261
4/10/year 4,4088,22.77777778,12.22222222,47,48.0629391,0,1474.0008
4/11/year 4,3180,23.33333333,14.44444444,51,48.1112193,0,1266.673894
4/12/year 4,3180,24.44444444,13.88888889,49,48.2802,0,1275.910295
4/13/year 4,4088,25,14.44444444,46,48.2077797,0,1334.470587
4/14/year 4,4088,26.11111111,15.55555556,45.5,48.2399665,0,1280.94489
4/15/year 4,4088,25.55555556,17.22222222,59,48.2721533,0.24,1182.675646
4/16/year 4,4088,21.11111111,17.22222222,76.5,48.4250406,0.04,1280.339224
4/17/year 4,4088,23.33333333,15.55555556,57.5,48.1112193,0,1467.868436
4/18/year 4,3180,24.44444444,15.55555556,54.5,47.8376315,0,1489.823814
4/19/year 4,3180,23.33333333,15.55555556,56,47.9100518,0.04,1494.442019
4/20/year 4,4088,23.88888889,15,55,48.0066122,0,1486.492653
4/21/year 4,4088,24.44444444,15,55,48.0146589,0,1464.045172
4/22/year 4,4088,26.11111111,12.77777778,44,47.8456782,0,1489.861668
4/23/year 4,4088,28.88888889,12.77777778,45,47.8617716,0,1474.871444
4/24/year 4,4088,27.77777778,12.77777778,39.5,47.8698183,0,1477.369815
4/25/year 4,3180,27.77777778,15.55555556,44,47.8859117,0,1461.546801
4/26/year 4,3180,26.66666667,17.22222222,54,48.0146589,0.04,1454.884479
4/27/year 4,4088,16.66666667,15.55555556,70.5,48.1434061,0.98,1252.516461
4/28/year 4,4088,23.33333333,13.88888889,54,47.958332,0,1263.342733
4/29/year 4,4088,25.55555556,14.44444444,52,47.9180985,0,1265.008314
4/30/year 4,4088,22.22222222,15,61.5,48.1273127,0.28,1265.841104
5/1/year 4,4088,23.33333333,13.88888889,52,48.0709858,0,1272.503426
5/2/year 4,3180,25.55555556,11.11111111,41,47.9905188,0,1276.667377
5/3/year 4,3180,26.66666667,13.33333333,46,48.0468457,0,1472.373074
5/4/year 4,4088,27.22222222,14.44444444,43.5,48.0066122,0,1477.369815
5/5/year 4,4088,27.77777778,13.33333333,40.5,47.9341919,0,1480.700976
5/6/year 4,4088,28.88888889,13.33333333,34.5,47.7732579,0,1480.700976
5/7/year 4,4088,30.55555556,16.66666667,38,47.9261452,0,1486.00055
5/8/year 4,4088,32.22222222,16.66666667,40,47.716931,0,1485.924841
5/9/year 4,3180,30,14.44444444,40.5,47.8859117,0,1500.460816
5/10/year 4,3180,29.44444444,15.55555556,38,47.7813046,0,1485.924841
5/11/year 4,4088,26.66666667,17.77777778,55.5,47.9100518,0,1485.659863
5/12/year 4,4088,21.66666667,17.77777778,57.5,47.9663787,0.12,1468.209123
5/13/year 4,4088,24.44444444,16.11111111,58,47.9905188,0,1477.369815
5/14/year 4,4088,26.66666667,15.55555556,51.5,48.1031726,0.9,1476.877712
5/15/year 4,4088,25.55555556,15.55555556,54,48.0066122,0,1472.486636
5/16/year 4,3180,28.33333333,17.77777778,49,47.797398,0,1470.593931
5/17/year 4,3180,26.66666667,19.44444444,67,47.7652112,1.14,1467.26277
5/18/year 4,4088,27.77777778,16.66666667,50,47.8376315,0,1457.042163
5/19/year 4,4088,28.88888889,16.11111111,47,47.7652112,0,1470.669639
5/20/year 4,4088,28.33333333,13.88888889,39,47.7813046,0,1334.016338
5/21/year 4,4088,28.88888889,11.66666667,31,47.716931,0,1488.158233
5/22/year 4,4088,30,12.77777778,36,47.5801371,0,1470.177536
5/23/year 4,3180,30.55555556,13.88888889,36,47.4835767,0,1470.934618
5/24/year 4,3180,30,12.77777778,35,47.5881838,0,1483.805012
5/25/year 4,4088,30,13.33333333,37.5,47.5157635,0.08,1473.432988
5/26/year 4,4088,26.66666667,11.66666667,41,47.716931,0,1475.66638
5/27/year 4,4088,29.44444444,12.22222222,31,47.7732579,0,1474.871444
5/28/year 4,4088,31.11111111,11.66666667,31.5,47.7410711,0,1476.537025
5/29/year 4,4088,30.55555556,13.33333333,35,47.797398,0,1489.369565
5/30/year 4,3180,29.44444444,13.33333333,38.5,47.8134914,0,1480.814538
5/31/year 4,3180,28.88888889,12.77777778,33.5,47.7088843,0,1465.59719
6/1/year 4,4088,27.77777778,12.77777778,39.5,47.7330244,0,1472.713761
6/2/year 4,4088,28.88888889,13.33333333,42.5,47.8617716,0,1488.688191
6/3/year 4,4088,26.66666667,16.11111111,55.5,48.1112193,0.04,1481.874453
6/4/year 4,4088,26.11111111,14.44444444,47.5,48.0307523,0,1475.287839
6/5/year 4,4088,26.66666667,16.11111111,49,48.038799,0.24,1474.0008
6/6/year 4,3180,27.77777778,16.66666667,48.5,47.7491178,0,1493.192829
6/7/year 4,3180,30.55555556,16.66666667,48,47.636464,0,1537.557834
6/8/year 4,4088,32.22222222,17.22222222,40,47.6284173,0,1481.76089
6/9/year 4,4088,33.33333333,17.22222222,38,47.6203706,0,1475.47711
6/10/year 4,4088,30.55555556,15,36.5,47.7249777,0.04,1476.764149
6/11/year 4,4088,30,15.55555556,43.5,47.7410711,0,1494.820555
6/12/year 4,4088,32.22222222,16.66666667,37.5,47.5640437,0,1497.016093
6/13/year 4,3180,32.22222222,15.55555556,34,47.4916234,0,1499.02236
6/14/year 4,3180,28.88888889,15.55555556,41.5,47.5801371,0,1449.395635
6/15/year 4,1969,28.33333333,16.66666667,46.5,47.6847442,0,1454.165252
6/16/year 4,1969,28.88888889,16.66666667,48,47.636464,0,1257.39964
6/17/year 4,1969,32.22222222,15.55555556,33.5,47.5238102,0,1255.355518
6/18/year 4,1969,32.77777778,17.77777778,36,47.5157635,0,1253.841354
6/19/year 4,1969,35.55555556,20,38.5,47.4192031,0,1085.239193
6/20/year 4,1671,32.22222222,18.33333333,43,47.5238102,0,1273.639049
6/21/year 4,1671,30,18.33333333,34.5,47.5801371,0,1472.789469
6/22/year 4,1969,33.33333333,18.33333333,33.5,47.4594366,0,1460.184053
6/23/year 4,1969,30,17.77777778,45,47.4594366,0,1466.770667
6/24/year 4,1969,22.22222222,17.77777778,70,47.5962305,0.55,1469.647578
6/25/year 4,1969,27.22222222,19.44444444,59,47.3870163,0,1482.480118
6/26/year 4,1969,28.88888889,18.33333333,48.5,47.3870163,0,1489.823814
6/27/year 4,1671,31.11111111,16.66666667,37.5,48.6342548,0,1479.035395
6/28/year 4,1671,32.77777778,17.22222222,37.5,47.6123239,0,1476.537025
6/29/year 4,1969,30,17.22222222,43.5,47.7491178,0.04,1269.512952
6/30/year 4,1969,27.77777778,18.88888889,52.5,47.7732579,0.51,1287.607212
7/1/year 4,1969,27.77777778,18.88888889,52.5,47.716931,0,1284.048926
7/2/year 4,1969,26.66666667,20,68,47.8054447,1.18,1296.162238
7/3/year 4,1969,30,21.11111111,54,47.6284173,0,1286.320182
7/4/year 4,1671,33.33333333,22.22222222,49.5,47.4996701,0,1283.367552
7/5/year 4,1671,34.44444444,22.77777778,44,47.3387361,0,1464.461567
7/6/year 4,1969,30,20.55555556,53.5,47.4513899,0,1481.117371
7/7/year 4,1969,27.77777778,22.77777778,73.5,47.5962305,0.31,1469.874703
7/8/year 4,1969,30,23.88888889,66.5,47.5720904,0,1480.171018
7/9/year 4,1969,30,24.44444444,68.5,47.5157635,0.71,1490.921583
7/10/year 4,1969,26.11111111,21.11111111,73,47.5399036,0,1514.542541
7/11/year 4,1671,25.55555556,21.66666667,72.5,47.7410711,2.36,1460.941135
7/12/year 4,1671,25.55555556,21.66666667,76.5,47.7893513,0,1273.298362
7/13/year 4,1969,28.88888889,22.77777778,70,47.7088843,0,1284.162488
7/14/year 4,1969,30.55555556,22.77777778,64,47.5640437,0,1267.506684
7/15/year 4,1969,32.22222222,22.77777778,57,47.3870163,0,1268.680162
7/16/year 4,1969,31.11111111,23.88888889,72,47.2582691,0,1257.626764
7/17/year 4,1969,25.55555556,23.88888889,87,47.7652112,2.13,1269.058703
7/18/year 4,1671,27.77777778,23.88888889,83,47.5720904,0,1466.051439
7/19/year 4,1671,27.77777778,24.44444444,81.5,47.5720904,2.76,1507.009575
7/20/year 4,1969,30,23.88888889,75,47.6203706,0,1490.656604
7/21/year 4,1969,25.55555556,23.33333333,85,47.7410711,0,1495.274804
7/22/year 4,1969,28.88888889,23.88888889,71.5,47.7813046,0,1495.653345
7/23/year 4,1969,28.88888889,23.33333333,69,47.7893513,0,1447.767909
7/24/year 4,1969,28.88888889,23.33333333,69.5,47.9502853,0,1470.934618
7/25/year 4,1671,30,23.88888889,63,47.5962305,0,1477.14269
7/26/year 4,1671,26.66666667,23.88888889,81.5,47.7008376,0.12,1471.767408
7/27/year 4,1969,28.88888889,22.77777778,66,47.7491178,0,1477.331961
7/28/year 4,1969,27.77777778,23.33333333,76.5,47.7008376,0.24,1286.660859
7/29/year 4,1969,30,24.44444444,68,47.555997,0,1281.664118
7/30/year 4,1969,27.77777778,23.88888889,80,47.5479503,0,1290.332707
7/31/year 4,1969,30,23.88888889,67,47.5318569,0,1300.099065
8/1/year 4,1671,27.77777778,23.88888889,84.5,47.6847442,0.28,1286.547297
8/2/year 4,1671,26.66666667,23.33333333,79.5,47.8295848,0,1478.543292
8/3/year 4,1969,29.44444444,23.33333333,67.5,47.7491178,0,1498.681673
8/4/year 4,1969,29.44444444,23.88888889,67.5,47.6445107,0,1488.158233
8/5/year 4,1969,31.11111111,23.88888889,58.5,47.5077168,0,1488.612483
8/6/year 4,1969,30.55555556,24.44444444,65.5,47.4996701,0,1505.646828
8/7/year 4,1969,31.11111111,25.55555556,65.5,47.5399036,0,1505.646828
8/8/year 4,1671,31.11111111,26.11111111,78,47.5962305,0.47,1661.416449
8/9/year 4,1671,27.77777778,25.55555556,80.5,47.5801371,0,1668.078771
8/10/year 4,1969,28.33333333,24.44444444,76.5,47.636464,0,1658.918078
8/11/year 4,1969,28.88888889,25,69,47.7491178,0,1648.924596
8/12/year 4,1969,28.33333333,24.44444444,77.5,47.8134914,0,1672.242722
8/13/year 4,1969,26.66666667,23.33333333,80,47.8215381,0.2,1594.868941
8/14/year 4,1969,28.88888889,24.44444444,68,47.6927909,0,1424.828324
8/15/year 4,1671,25,23.88888889,84.5,47.7893513,0.83,1419.074501
8/16/year 4,1671,29.44444444,23.33333333,66.5,47.8456782,0,1405.749858
8/17/year 4,1969,30,23.33333333,63,47.7088843,0,1418.241711
8/18/year 4,1969,30.55555556,23.33333333,61.5,47.6766975,0,1421.572871
8/19/year 4,1969,30,25,72,47.7249777,0,1608.117876
8/20/year 4,1969,27.77777778,24.44444444,70.5,47.636464,0,1652.710006
8/21/year 4,1969,26.66666667,21.11111111,64,47.7088843,0,1653.088547
8/22/year 4,1671,28.88888889,22.22222222,64.5,47.636464,0,1638.098323
8/23/year 4,1671,28.33333333,22.22222222,61.5,47.6847442,0,1657.252498
8/24/year 4,1969,28.88888889,20.55555556,56,47.8054447,0,1651.422967
8/25/year 4,1969,28.88888889,18.33333333,52,47.7088843,0,1659.750869
8/26/year 4,1969,28.88888889,18.88888889,51.5,47.7008376,0,1404.917067
8/27/year 4,1969,28.88888889,22.22222222,65,47.7571645,0.2,1400.904533
8/28/year 4,1969,27.77777778,18.88888889,56,47.8134914,0,1288.175023
8/29/year 4,1671,29.44444444,20,53.5,47.6927909,0,1434.064724
8/30/year 4,1671,29.44444444,20.55555556,60.5,47.7410711,0.08,1434.897515
8/31/year 4,4088,29.44444444,19.44444444,57.5,47.8054447,0,1542.32745
9/1/year 4,4088,27.77777778,19.44444444,56.5,47.6525574,0,1563.979996
9/2/year 4,4088,28.88888889,20.55555556,58.5,47.6606041,0,1580.6358
9/3/year 4,4088,26.66666667,18.33333333,57.5,47.7652112,0.31,1583.96696
9/4/year 4,4088,27.77777778,18.33333333,56.5,47.9905188,0,1558.150464
9/5/year 4,3180,28.88888889,18.88888889,54.5,47.9744254,0.16,1573.973478
9/6/year 4,3180,26.66666667,18.88888889,53,47.9905188,0,1565.645576
9/7/year 4,4088,27.77777778,18.33333333,52.5,47.9261452,0,1571.475107
9/8/year 4,4088,28.33333333,17.77777778,50,47.9100518,0,1563.942142
9/9/year 4,4088,27.77777778,15,49.5,47.9422386,0,1569.809527
9/10/year 4,4088,28.88888889,17.77777778,51,48.038799,0,1591.462072
9/11/year 4,4088,28.88888889,17.77777778,47.5,47.9744254,0,1612.281827
9/12/year 4,3180,28.88888889,17.22222222,49,47.9261452,0,1399.087536
9/13/year 4,3180,28.33333333,18.88888889,51.5,47.9905188,0,1462.379591
9/14/year 4,4088,31.11111111,20.55555556,52,47.8215381,0,1404.084277
9/15/year 4,4088,30,21.11111111,53,47.8376315,0,1434.064724
9/16/year 4,4088,30,18.33333333,51.5,47.8698183,0,1439.061466
9/17/year 4,4088,28.88888889,18.88888889,52,47.9100518,0,1404.084277
9/18/year 4,4088,28.88888889,18.33333333,55,47.9824721,0,1413.169261
9/19/year 4,3180,30,20.55555556,53,47.8617716,0,1588.812285
9/20/year 4,3180,27.22222222,18.33333333,48.5,47.8456782,0,1567.311156
9/21/year 4,4088,26.66666667,18.33333333,51,47.797398,0,1589.493659
9/22/year 4,4088,20,18.88888889,78,47.8295848,1.34,1585.632541
9/23/year 4,4088,21.66666667,19.44444444,85,47.9341919,0.28,1572.307898
9/24/year 4,4088,24.44444444,17.77777778,60.5,47.9180985,0,1589.796492
9/25/year 4,4088,25.55555556,18.33333333,61.5,47.7893513,0,1566.478366
9/26/year 4,3180,25.55555556,18.33333333,62.5,47.9261452,0.79,1418.241711
9/27/year 4,3180,24.44444444,16.66666667,59,48.0870792,0,1413.244969
9/28/year 4,4088,26.66666667,17.77777778,57.5,48.0870792,0,1428.57588
9/29/year 4,4088,25.55555556,14.44444444,48,48.2882467,0,1429.900773
9/30/year 4,4088,25,15.55555556,55.5,48.2399665,0,1452.386109
10/1/year 4,4088,25.55555556,15,50.5,48.2238731,0,1601.455555
10/2/year 4,4088,26.66666667,15,47.5,48.1594995,0,1603.953925
10/3/year 4,3180,25.55555556,16.11111111,54,48.0227056,0,1629.770421
10/4/year 4,3180,26.66666667,17.77777778,54,48.0951259,0,1627.272051
10/5/year 4,4088,26.66666667,18.33333333,53,48.1434061,0,1629.770421
10/6/year 4,4088,26.66666667,18.33333333,55,48.0951259,0,1650.590176
10/7/year 4,4088,27.22222222,16.66666667,52,48.119266,0,1643.927855
10/8/year 4,4088,26.66666667,16.11111111,50,48.0146589,0,1622.578142
10/9/year 4,4088,25.55555556,16.66666667,57.5,47.8295848,0,1636.432743
10/10/year 4,3180,26.66666667,17.77777778,53.5,47.8456782,0,1599.789974
10/11/year 4,3180,26.66666667,18.33333333,56,48.038799,0,1619.776939
10/12/year 4,4088,27.77777778,19.44444444,51.5,48.1353594,0,1604.786715
10/13/year 4,4088,26.11111111,21.11111111,66,48.1836396,0,1610.616247
10/14/year 4,4088,21.11111111,17.77777778,70.5,48.3445736,0.43,1449.054948
10/15/year 4,4088,23.33333333,16.11111111,63,48.3445736,0,1461.546801
10/16/year 4,4088,23.88888889,16.11111111,62,48.3526203,0,1459.881221
10/17/year 4,3180,25.55555556,15,52.5,48.2480132,0,1465.710752
10/18/year 4,3180,24.44444444,16.66666667,67,48.2802,0,1455.71727
10/19/year 4,4088,21.11111111,15.55555556,72.5,48.3365269,0.51,1630.603212
10/20/year 4,4088,21.66666667,15,60,48.2641066,0,1618.224921
10/21/year 4,4088,22.22222222,13.88888889,59.5,48.2399665,0,1612.281827
10/22/year 4,4088,22.22222222,12.22222222,55,48.2480132,0,1610.616247
10/23/year 4,4088,22.22222222,12.22222222,52,48.2399665,0,1609.783457
10/24/year 4,3180,20.55555556,13.88888889,67.5,48.2721533,0.2,1620.609729
10/25/year 4,3180,15.55555556,12.77777778,81.5,48.3928538,3.24,1615.612988
10/26/year 4,4088,17.77777778,13.33333333,76,48.5537878,0.24,1443.225417
10/27/year 4,4088,17.77777778,9.444444444,55.5,48.3204335,0,1446.556577
10/28/year 4,4088,18.88888889,8.888888889,52.5,48.4169939,0,1449.887738
10/29/year 4,4088,18.88888889,10.55555556,59.5,48.441134,0,1449.054948
10/30/year 4,4088,18.88888889,12.22222222,60,48.3767604,0,1434.897515
10/31/year 4,3180,20,12.77777778,58,48.4572274,0,1439.061466
11/1/year 4,3180,20,13.33333333,63.5,49.3745512,0,1429.067983
11/2/year 4,4088,21.11111111,14.44444444,62.5,48.441134,0,1444.058207
11/3/year 4,4088,21.11111111,15.55555556,69,48.3526203,0,1623.1081
11/4/year 4,4088,16.66666667,13.33333333,77,48.2238731,0.08,1605.619506
11/5/year 4,4088,16.66666667,12.22222222,72,48.2802,0,1616.218654
11/6/year 4,4088,17.77777778,12.22222222,63,48.3123868,0,1579.727301
11/7/year 4,3180,16.66666667,10.55555556,59,48.3204335,0,1613.947408
11/8/year 4,3180,17.77777778,11.66666667,61,48.4250406,0,1613.114617
11/9/year 4,4088,16.11111111,11.66666667,69,48.3928538,0,1601.455555
11/10/year 4,4088,15.55555556,11.11111111,65.5,48.3848071,0,1634.767163
