Date,Population,T avg C,D.P avg C,humidity,Average wind speed(Kmh),Ppt avg (in),water consumption(m3)
12/15/year 1,2789,12.22222222,9.444444444,80.5,48.6181614,0,1464.045172
12/16/year 1,2789,12.22222222,7.777777778,76,48.7066751,0,1512.347003
12/17/year 1,3554,12.22222222,6.111111111,69,48.6262081,0,1504.851891
12/18/year 1,3554,14.44444444,7.777777778,61,48.5698812,0,1509.848633
12/19/year 1,3554,14.44444444,5,58,48.4330873,0,1502.353521
12/20/year 1,3554,12.22222222,4.444444444,57.5,48.3123868,0,1234.195076
12/21/year 1,3554,12.22222222,3.888888889,57.5,48.3848071,0,1445.723787
12/22/year 1,2789,13.33333333,3.333333333,54.5,48.4009005,0,1498.18957
12/23/year 1,2789,12.77777778,5,62.5,48.4491807,0,1310.811775
12/24/year 1,3554,13.88888889,6.111111111,59,48.441134,0,1311.644565
12/25/year 1,3554,12.77777778,4.444444444,58.5,48.3365269,0,1305.815034
12/26/year 1,3554,12.22222222,4.444444444,59.5,48.3043401,0,1314.142936
12/27/year 1,3554,13.33333333,7.222222222,68,48.3204335,0,1290.862664
12/28/year 1,3554,8.888888889,8.333333333,88.5,48.0227056,1.34,1360.779187
12/29/year 1,2789,8.888888889,6.666666667,83.5,48.3284802,0,1354.949655
12/30/year 1,2789,11.11111111,5.555555556,70,48.3445736,0,1365.775928
12/31/year 1,4002,12.22222222,5.555555556,69.5,48.2882467,0,1385.762893
1/1/year 2,4022,10.55555556,6.666666667,79.5,48.3123868,0,1856.51648
1/2/year 2,4022,10,6.111111111,83.5,48.4250406,0,1895.430495
1/3/year 2,4022,10,5,74.5,48.4733208,0,1875.44353
1/4/year 2,4022,9.444444444,5,69,48.4250406,0,1872.94516
1/5/year 2,3129,8.888888889,4.444444444,72,48.3204335,0,1631.436002
1/6/year 2,3129,6.666666667,3.888888889,88,48.4491807,0,1641.429484
1/7/year 2,4022,7.222222222,4.444444444,83.5,48.5296477,0,1413.093553
1/8/year 2,4022,7.777777778,3.888888889,75.5,48.4974609,0,1415.74334
1/9/year 2,4022,11.11111111,3.333333333,63.5,48.441134,0,1436.563095
1/10/year 2,4022,11.11111111,2.777777778,58,48.3848071,0,1670.728558
1/11/year 2,4022,12.77777778,2.222222222,52,48.4089472,0,1672.242722
1/12/year 2,3129,13.33333333,7.777777778,67,48.3687137,0.12,1662.249239
1/13/year 2,3129,12.22222222,5.555555556,66,48.360667,0,1682.236204
1/14/year 2,4022,12.22222222,5.555555556,68,48.3365269,0,1691.396896
1/15/year 2,4022,12.22222222,5,48.5,48.3848071,0,1702.223169
1/16/year 2,4022,13.33333333,6.111111111,59.5,48.4974609,0,1414.07776
1/17/year 2,4022,12.22222222,6.666666667,70.5,48.4009005,0.35,1399.920326
1/18/year 2,4022,8.888888889,6.111111111,76,48.3043401,0,1378.267781
1/19/year 2,3129,10,4.444444444,70.5,48.6101147,0,1428.235193
1/20/year 2,3129,10,3.333333333,61.5,48.602068,0,1429.067983
1/21/year 2,4022,10,2.222222222,59,48.6101147,0,1407.869687
1/22/year 2,4022,11.11111111,1.666666667,55,48.5940213,0,1652.255757
1/23/year 2,4022,13.33333333,3.333333333,50.5,48.6101147,0,1661.416449
1/24/year 2,4022,12.22222222,2.222222222,54.5,48.6262081,0,1687.232945
1/25/year 2,4022,11.11111111,1.666666667,52,48.5457411,0,1517.192328
1/26/year 2,3129,11.66666667,1.111111111,50,48.3687137,0,1638.098323
1/27/year 2,3129,11.66666667,2.777777778,56.5,48.4652741,0,1623.1081
1/28/year 2,4022,13.33333333,2.777777778,48.5,48.4491807,0,1376.602201
1/29/year 2,4022,14.44444444,3.333333333,48,48.3848071,0,1388.261263
1/30/year 2,4022,14.44444444,5,55,48.4572274,0,1394.090795
1/31/year 2,4022,17.22222222,6.111111111,47.5,48.4813675,0,1660.583659
2/1/year 2,4022,13.33333333,6.111111111,63.5,48.4894142,0,1883.01435
2/2/year 2,3129,15.55555556,7.222222222,62,48.4813675,0,1902.092817
2/3/year 2,3129,10.55555556,7.777777778,73.5,48.3848071,1.46,1892.932125
2/4/year 2,4022,11.11111111,9.444444444,86,48.2560599,1.93,1902.925607
2/5/year 2,4022,8.888888889,8.333333333,91.5,48.3284802,2.28,1891.266544
2/6/year 2,4022,11.11111111,6.111111111,72,48.6262081,0,1919.581411
2/7/year 2,4022,11.11111111,5.555555556,63,48.5537878,0,1715.547812
2/8/year 2,4022,12.22222222,6.111111111,61.5,48.4491807,0,1683.068994
2/9/year 2,3129,13.88888889,5.555555556,59.5,48.4009005,0,1673.908302
2/10/year 2,3129,14.44444444,5.555555556,57.5,48.4330873,0,1673.075512
2/11/year 2,4022,13.33333333,6.111111111,61,48.4652741,0,1664.74761
2/12/year 2,4022,14.44444444,3.888888889,52.5,48.4491807,0,1676.406673
2/13/year 2,4022,14.44444444,5,56,48.4330873,0,1426.569613
2/14/year 2,4022,14.44444444,7.777777778,63.5,48.3767604,0.04,1606.452296
2/15/year 2,4022,12.77777778,9.444444444,77,48.2238731,0.24,1594.793233
2/16/year 2,3129,14.44444444,9.444444444,75.5,48.0066122,0,1641.429484
2/17/year 2,3129,13.33333333,9.444444444,74.5,48.1916863,0,1631.436002
2/18/year 2,4022,14.44444444,8.888888889,61.5,48.3123868,0,1613.114617
2/19/year 2,4022,14.44444444,8.888888889,65.5,48.3204335,0,1685.567365
2/20/year 2,4022,15.55555556,8.333333333,60.5,48.4250406,0,1687.232945
2/21/year 2,4022,13.88888889,9.444444444,75.5,48.360667,0.67,1711.383861
2/22/year 2,4022,12.22222222,10.55555556,88.5,48.4894142,0.63,1718.878973
2/23/year 2,3129,14.44444444,10.55555556,81,48.4894142,0,1728.039665
2/24/year 2,3129,15.55555556,10.55555556,70,48.5779279,0,1676.406673
2/25/year 2,4022,16.11111111,10,68,48.4652741,0,1712.216651
2/26/year 2,4022,15.55555556,12.22222222,81,48.3123868,0,1736.367567
2/27/year 2,4022,12.22222222,10,72,48.2721533,1.57,1747.19384
2/28/year 2,4022,14.44444444,7.777777778,63,48.5537878,0,2010.355543
3/1/year 2,4022,13.33333333,5.555555556,59.5,48.5135543,0,2020.424733
3/2/year 2,3129,16.66666667,6.666666667,58,48.4089472,0,1777.174287
3/3/year 2,3129,17.77777778,8.888888889,60,48.3848071,0,1778.839867
3/4/year 2,4022,18.88888889,9.444444444,53.5,48.3204335,0,1772.177546
3/5/year 2,4022,18.88888889,10,56,48.4250406,0,1785.502189
3/6/year 2,4022,19.44444444,9.444444444,53,48.3767604,0,1768.846385
3/7/year 2,4022,21.11111111,9.444444444,48,48.3123868,0,1741.364308
3/8/year 2,4022,21.11111111,11.11111111,54,48.2882467,0,1467.376332
3/9/year 2,3129,21.11111111,11.66666667,51.5,48.1112193,0,1681.403414
3/10/year 2,3129,20,9.444444444,54.5,48.0951259,0,1674.741092
3/11/year 2,4022,21.11111111,11.66666667,52,48.1836396,0,1736.367567
3/12/year 2,4022,21.11111111,12.22222222,54.5,48.1755929,0,1758.625778
3/13/year 2,4022,16.66666667,12.22222222,75.5,48.2238731,0.51,1797.994042
3/14/year 2,4022,16.11111111,11.66666667,77,48.3284802,0.55,1964.400665
3/15/year 2,4022,16.66666667,10.55555556,67,48.521601,0,2052.600718
3/16/year 2,3129,18.88888889,11.66666667,62.5,48.4169939,0,1923.215405
3/17/year 2,3129,20,11.11111111,54.5,48.4250406,0,1656.419708
3/18/year 2,4022,20.55555556,9.444444444,50.5,48.1755929,0,1655.586918
3/19/year 2,4022,21.11111111,11.11111111,53.5,48.0146589,0,1736.367567
3/20/year 2,4022,20,12.77777778,64,48.1755929,0,1758.020112
3/21/year 2,4022,20.55555556,12.22222222,57.5,48.1755929,0,1510.681423
3/22/year 2,4022,20,12.22222222,59,47.9341919,0,1510.681423
3/23/year 2,3129,18.88888889,12.22222222,67.5,48.1031726,0.59,1510.681423
3/24/year 2,3129,16.11111111,12.22222222,78.5,48.3204335,1.34,1662.249239
3/25/year 2,4022,17.77777778,10.55555556,70,48.2641066,0,1673.908302
3/26/year 2,4022,18.88888889,10.55555556,60,48.038799,0,1907.089558
3/27/year 2,4022,21.66666667,11.11111111,49,48.0629391,0,1645.593435
3/28/year 2,4022,20,12.22222222,64.5,48.1755929,0,1635.599953
3/29/year 2,4022,21.66666667,12.22222222,53.5,47.9100518,0,2008.689962
3/30/year 2,3129,21.66666667,11.66666667,51.5,48.0307523,0,2049.496682
3/31/year 2,3129,22.22222222,12.22222222,49.5,47.9985655,0,1802.990783
4/1/year 2,4022,22.22222222,13.33333333,57.5,48.1514528,0.55,1430.127898
4/2/year 2,4022,20,11.66666667,54,48.2480132,0.12,1448.222158
4/3/year 2,4022,21.66666667,11.11111111,50,48.1916863,0,1462.379591
4/4/year 2,4022,21.11111111,8.888888889,47.5,48.119266,0,1458.21564
4/5/year 2,4022,20,7.777777778,45,48.0146589,0,1449.963446
4/6/year 2,3129,22.22222222,8.888888889,45,47.9824721,0,1489.861668
4/7/year 2,3129,24.44444444,11.11111111,46,47.9905188,0,1478.202605
4/8/year 2,4022,23.33333333,11.66666667,45.5,46.7030468,0,1296.654341
4/9/year 2,4022,24.44444444,13.33333333,52.5,46.8559341,0.08,1272.503426
4/10/year 2,4022,22.77777778,12.77777778,50.5,48.1755929,0,1289.99202
4/11/year 2,4022,23.33333333,12.22222222,49.5,48.038799,0,1112.607707
4/12/year 2,4022,24.44444444,13.88888889,51,48.0307523,0,1111.774917
4/13/year 2,3129,25.55555556,12.77777778,49,48.0548924,0,1106.778176
4/14/year 2,3129,25.55555556,11.11111111,43.5,48.0790325,0,1280.831328
4/15/year 2,4022,25.55555556,12.22222222,47.5,47.8698183,0.16,1293.171764
4/16/year 2,4022,22.22222222,13.88888889,61,47.7893513,0.08,1280.339224
4/17/year 2,4022,22.77777778,11.66666667,49.5,47.7813046,0,1467.868436
4/18/year 2,4022,24.44444444,11.66666667,44,47.877865,0,1489.823814
4/19/year 2,4022,26.11111111,11.66666667,43.5,47.8617716,0,1494.442019
4/20/year 2,3129,25,11.11111111,39.5,47.8859117,0,1486.492653
4/21/year 2,3129,23.88888889,12.22222222,47.5,48.0629391,0,1464.045172
4/22/year 2,4022,21.66666667,13.88888889,62,48.1916863,0,1489.861668
4/23/year 2,4022,23.33333333,14.44444444,57.5,48.1755929,0,1474.871444
4/24/year 2,4022,25,15,57,48.2158264,0.04,1477.369815
4/25/year 2,4022,24.44444444,15,43.5,48.1916863,0,1461.546801
4/26/year 2,4022,22.22222222,15,71,48.2158264,0.35,1454.884479
4/27/year 2,3129,24.44444444,13.88888889,56.5,48.1836396,0,1252.516461
4/28/year 2,3129,23.33333333,13.33333333,52,47.9824721,0,1263.342733
4/29/year 2,4022,25.55555556,12.22222222,43.5,47.9261452,0,1265.008314
4/30/year 2,4022,26.11111111,11.66666667,38.5,47.9261452,0,1265.841104
5/1/year 2,4022,26.66666667,8.888888889,33.5,47.8698183,0,1788.000559
5/2/year 2,4022,25,8.888888889,34.5,47.7249777,0,1813.817056
5/3/year 2,4022,26.66666667,9.444444444,37,47.5962305,0,1670.274308
5/4/year 2,3129,27.77777778,9.444444444,33.5,47.716931,0,1792.16451
5/5/year 2,3129,30,10.55555556,30.5,47.7732579,0,1822.144958
5/6/year 2,4022,27.77777778,11.66666667,35.5,47.8456782,0,1829.640069
5/7/year 2,4022,28.88888889,12.22222222,35.5,47.8376315,0,1619.776939
5/8/year 2,4022,29.44444444,12.22222222,32,47.8537249,0,1624.77368
5/9/year 2,4022,28.88888889,12.22222222,37,47.7330244,0,1603.953925
5/10/year 2,4022,30.55555556,12.22222222,36,47.7491178,0,1603.953925
5/11/year 2,3129,27.77777778,12.77777778,36,47.6606041,0,1766.348014
5/12/year 2,3129,23.33333333,15,62,47.9100518,0.2,1788.83335
5/13/year 2,4022,25.55555556,15.55555556,52.5,47.8939584,0,1784.669399
5/14/year 2,4022,27.22222222,14.44444444,54.5,47.797398,0,1803.823573
5/15/year 2,4022,27.77777778,11.66666667,35.5,47.7088843,0,1813.817056
5/16/year 2,4022,28.88888889,11.66666667,42,47.5801371,0,1598.124394
5/17/year 2,4022,31.11111111,12.77777778,37,47.6927909,0,1598.957184
5/18/year 2,3129,31.66666667,11.66666667,30,47.6203706,0,1586.465331
5/19/year 2,3129,33.33333333,13.33333333,30.5,47.6203706,0,1621.442519
5/20/year 2,4022,35.55555556,12.77777778,23,47.6445107,0,1791.33172
5/21/year 2,4022,34.44444444,11.11111111,23,47.6525574,0,1804.656363
5/22/year 2,4022,33.33333333,10.55555556,26.5,47.6123239,0,1799.659622
5/23/year 2,4022,34.44444444,11.11111111,27,47.5479503,0,1818.813797
5/24/year 2,4022,35.55555556,12.77777778,26,47.4111564,0,1810.485895
5/25/year 2,3129,35,15,27.5,47.3467828,0,1611.449037
5/26/year 2,3129,28.88888889,17.22222222,60.5,47.6445107,0.16,1602.288345
5/27/year 2,4022,30,13.33333333,35.5,47.716931,0,1601.455555
5/28/year 2,4022,30,12.22222222,35,47.8054447,0,1593.960443
5/29/year 2,4022,29.44444444,10,28.5,47.8617716,0,1564.812786
5/30/year 2,4022,30,10.55555556,30,47.6606041,0,1582.149964
5/31/year 2,4022,32.22222222,12.22222222,32.5,47.4996701,0,1567.311156
6/1/year 2,3129,32.22222222,15.55555556,30,47.636464,0,1562.465832
6/2/year 2,3129,32.77777778,18.88888889,38.5,47.636464,0,2999.558884
6/3/year 2,4022,28.88888889,17.77777778,51,47.7732579,0,1574.806268
6/4/year 2,4022,30,16.66666667,38,47.6606041,0,1572.307898
6/5/year 2,4022,32.77777778,15,37.5,47.7652112,0,1580.6358
6/6/year 2,4022,34.44444444,14.44444444,30,47.4594366,0,1566.478366
6/7/year 2,4022,31.11111111,15.55555556,40.5,47.5318569,0,1379.933361
6/8/year 2,3129,34.44444444,16.11111111,32.5,47.4352965,0,1374.10383
6/9/year 2,3129,35.55555556,18.88888889,34.5,47.3628762,0,1361.611977
6/10/year 2,1939,36.66666667,20.55555556,35.5,47.3548295,0,1368.274299
6/11/year 2,1939,34.44444444,21.11111111,48.5,47.3789696,0.2,2448.100355
6/12/year 2,1939,30,22.22222222,65,47.6766975,0.39,1402.115864
6/13/year 2,1939,30,22.22222222,63.5,47.6203706,0,1371.605459
6/14/year 2,1939,28.33333333,21.11111111,64,47.5720904,0,1336.628271
6/15/year 2,1649,26.66666667,20.55555556,68.5,47.6445107,0,1543.160241
6/16/year 2,1649,26.66666667,16.66666667,53,47.5479503,0,1558.983254
6/17/year 2,1939,27.77777778,16.11111111,49.5,47.4111564,0,1547.324192
6/18/year 2,1939,28.88888889,13.88888889,38,47.47553,0,1542.32745
6/19/year 2,1939,30,16.66666667,43.5,47.555997,0,1573.027126
6/20/year 2,1939,32.77777778,18.33333333,42,47.4835767,0,1411.662668
6/21/year 2,1939,33.88888889,20.55555556,40.5,47.3467828,0,1394.090795
6/22/year 2,1649,36.11111111,22.22222222,41.5,47.3709229,0,1380.766152
6/23/year 2,1649,36.66666667,22.22222222,39.5,47.314596,0,1368.274299
6/24/year 2,1939,36.11111111,21.66666667,41.5,47.3870163,0,1378.267781
6/25/year 2,1939,34.44444444,22.77777778,49,47.4513899,0,1387.428473
6/26/year 2,1939,33.33333333,22.77777778,48.5,47.4996701,0,1400.753116
6/27/year 2,1939,27.77777778,22.22222222,69.5,47.4916234,0,1553.986513
6/28/year 2,1939,31.11111111,22.77777778,62,47.4111564,0,1562.314415
6/29/year 2,1649,27.22222222,21.66666667,70,47.47553,0.35,1565.645576
6/30/year 2,1649,30.55555556,21.66666667,57,47.4916234,0,1588.130911
7/1/year 2,1939,31.11111111,19.44444444,52.5,47.4433432,0,1566.478366
7/2/year 2,1939,32.22222222,17.77777778,39.5,47.4192031,0,1578.137429
7/3/year 2,1939,32.77777778,18.33333333,39,47.4916234,0,1404.084277
7/4/year 2,1939,33.33333333,22.77777778,47,47.4513899,0,1413.244969
7/5/year 2,1939,34.44444444,23.88888889,54.5,47.4594366,0,1413.244969
7/6/year 2,1649,31.11111111,23.88888889,64.5,47.555997,0.04,1413.244969
7/7/year 2,1649,27.77777778,24.44444444,69.5,47.6042772,0,1397.421956
7/8/year 2,1939,27.77777778,23.88888889,77.5,47.47553,0.39,1414.91055
7/9/year 2,1939,28.88888889,23.33333333,71,47.4916234,0.04,1396.589165
7/10/year 2,1939,25.55555556,21.11111111,73,47.4916234,0.08,1364.943138
7/11/year 2,1939,30,20,54.5,47.5157635,0,1396.664874
7/12/year 2,1939,31.66666667,22.77777778,55,47.6766975,0,1395.756375
7/13/year 2,1649,32.22222222,24.44444444,53.5,47.5720904,0,1546.491401
7/14/year 2,1649,32.22222222,25,61.5,47.4433432,0,1565.645576
7/15/year 2,1939,27.77777778,23.88888889,73,47.5318569,0.12,1576.471849
7/16/year 2,1939,27.77777778,25.55555556,78,47.5720904,0,1578.137429
7/17/year 2,1939,27.77777778,23.88888889,71.5,47.5962305,0.71,1561.481625
7/18/year 2,1939,31.11111111,25,69.5,47.3870163,0,1548.156982
7/19/year 2,1939,32.22222222,26.66666667,76,47.2904559,0.08,1562.314415
7/20/year 2,1649,25,23.88888889,87,47.5479503,1.02,1582.30138
7/21/year 2,1649,28.88888889,24.44444444,76,47.4916234,0,1185.66612
7/22/year 2,1939,31.11111111,25.55555556,74,47.4192031,0,1387.428473
7/23/year 2,1939,30,25.55555556,76,47.5720904,0.2,1356.615236
7/24/year 2,1939,27.77777778,24.44444444,79,47.5238102,0.2,1379.100571
7/25/year 2,1939,28.88888889,24.44444444,72.5,47.4111564,0,1384.930103
7/26/year 2,1939,28.88888889,23.88888889,71,47.4192031,0,1376.602201
7/27/year 2,1649,31.11111111,25,68,47.5238102,0,1403.251487
7/28/year 2,1649,32.22222222,25.55555556,65.5,47.5962305,0,1551.488143
7/29/year 2,1939,33.33333333,27.22222222,64.5,47.4513899,0,1563.979996
7/30/year 2,1939,30,23.88888889,57,47.5238102,0.94,1572.307898
7/31/year 2,1939,31.11111111,25,70.5,47.395063,0,1539.82908
8/1/year 2,1939,30,26.11111111,77.5,47.5479503,0,1599.789974
8/2/year 2,1939,26.66666667,24.44444444,89.5,47.6847442,1.61,1548.989772
8/3/year 2,1649,30,24.44444444,73,47.7732579,0,1544.825821
8/4/year 2,1649,31.11111111,24.44444444,65,47.6525574,0,1519.842115
8/5/year 2,1939,31.66666667,25,65.5,47.6123239,0,1345.788963
8/6/year 2,1939,26.66666667,25,89.5,47.6927909,2.68,1179.230923
8/7/year 2,1939,26.66666667,25,89.5,47.7652112,1.69,1179.230923
8/8/year 2,1939,28.88888889,25.55555556,78,47.6766975,0.12,1202.549049
8/9/year 2,1939,31.11111111,26.11111111,75.5,47.5962305,0.47,1231.946543
8/10/year 2,1649,26.66666667,24.44444444,80.5,47.716931,0,1384.930103
8/11/year 2,1649,26.66666667,23.88888889,84,47.8134914,0.28,1414.07776
8/12/year 2,1939,29.44444444,25,75.5,47.7249777,0,2967.458607
8/13/year 2,1939,24.44444444,22.77777778,90,47.7088843,3.62,1538.920581
8/14/year 2,1939,22.22222222,22.77777778,94,47.6686508,0,1564.812786
8/15/year 2,1939,26.66666667,22.77777778,78,47.7571645,0.04,1584.799751
8/16/year 2,1939,27.77777778,23.33333333,76,47.6606041,0,1400.753116
8/17/year 2,1649,27.77777778,23.33333333,79,47.6606041,0.12,1385.762893
8/18/year 2,1649,27.77777778,22.77777778,70.5,47.6123239,0,1393.258005
8/19/year 2,1939,26.11111111,22.22222222,80,47.716931,0.67,1399.920326
8/20/year 2,1939,28.33333333,22.77777778,69,47.5720904,0,1205.88021
8/21/year 2,1939,28.33333333,20.55555556,62,47.5962305,0,1200.050678
8/22/year 2,1939,29.44444444,21.11111111,58,47.6927909,0,1202.549049
8/23/year 2,1939,30,23.33333333,65,47.6847442,0,1195.053937
8/24/year 2,1649,31.11111111,23.88888889,62.5,47.7008376,0.87,1340.792222
8/25/year 2,1649,31.11111111,23.88888889,64,47.6203706,0,1380.766152
8/26/year 2,1939,31.11111111,23.33333333,61,47.5479503,0,1379.100571
8/27/year 2,1939,31.11111111,23.88888889,68,47.5720904,0,1567.311156
8/28/year 2,1939,26.66666667,23.33333333,76,47.7249777,0.55,1608.950666
8/29/year 2,1939,26.66666667,23.33333333,79,47.8054447,2.99,1403.251487
8/30/year 2,1939,27.77777778,22.77777778,71.5,47.7491178,0,1408.248228
8/31/year 2,1649,28.88888889,22.77777778,74.5,47.7813046,0,1414.91055
9/1/year 2,1649,28.33333333,22.22222222,76,47.8376315,0,1608.950666
9/2/year 2,4022,28.88888889,22.77777778,64.5,47.8134914,0,1596.458813
9/3/year 2,4022,30,22.22222222,63.5,47.7410711,0.04,1585.783957
9/4/year 2,4022,32.22222222,21.11111111,51,47.716931,0,1475.401402
9/5/year 2,4022,26.11111111,21.66666667,72,47.716931,2.95,1606.603712
9/6/year 2,4022,26.66666667,22.22222222,74.5,47.8054447,0,1607.285086
9/7/year 2,3129,28.88888889,23.88888889,72.5,47.8617716,0,1366.608718
9/8/year 2,3129,26.66666667,22.22222222,75,47.9824721,1.38,1390.759634
9/9/year 2,4022,25,21.11111111,64,47.9261452,2.05,1229.198335
9/10/year 2,4022,25,21.66666667,85.5,47.958332,1.1,1199.217888
9/11/year 2,4022,27.77777778,22.77777778,71.5,47.9502853,0,1191.722776
9/12/year 2,4022,25.55555556,22.22222222,84.5,48.0709858,1.57,1369.107089
9/13/year 2,4022,25,20.55555556,75.5,48.1031726,0.24,1534.832339
9/14/year 2,3129,27.77777778,21.11111111,66,47.9261452,0,1566.478366
9/15/year 2,3129,24.44444444,20,79.5,47.8134914,1.97,1572.307898
9/16/year 2,4022,25.55555556,18.33333333,68,47.9663787,0,1558.983254
9/17/year 2,4022,26.66666667,18.33333333,62,47.8215381,0,1574.806268
9/18/year 2,4022,26.66666667,19.44444444,62.5,47.8456782,0,1283.859656
9/19/year 2,4022,27.22222222,18.33333333,58,47.8054447,0,1181.729294
9/20/year 2,4022,27.77777778,19.44444444,59,47.797398,0,1166.360529
9/21/year 2,3129,28.88888889,21.66666667,61,47.8537249,0,1197.552308
9/22/year 2,3129,29.44444444,22.22222222,63,47.8054447,0,1200.050678
9/23/year 2,4022,30,21.66666667,59,47.7249777,0,1387.428473
9/24/year 2,4022,28.88888889,18.88888889,49.5,47.797398,0,1524.838856
9/25/year 2,4022,30,20.55555556,56,47.8617716,0,1467.376332
9/26/year 2,4022,30,22.77777778,59.5,47.9341919,0,1479.035395
9/27/year 2,4022,30,22.77777778,66,47.8456782,0,1481.533766
9/28/year 2,3129,25.55555556,21.11111111,72.5,47.9261452,0.39,1499.02236
9/29/year 2,3129,26.66666667,20,65.5,47.8134914,0,1515.678164
9/30/year 2,4022,27.77777778,21.11111111,74,47.9341919,0.39,1171.735811
10/1/year 2,4022,26.66666667,21.11111111,70,48.0548924,0,1180.896504
10/2/year 2,4022,27.77777778,21.11111111,65.5,48.1353594,0,1151.748847
10/3/year 2,4022,27.77777778,21.66666667,64.5,48.0548924,0,1169.237441
10/4/year 2,4022,27.77777778,22.77777778,73.5,47.9744254,0,1002.982234
10/5/year 2,3129,27.77777778,22.22222222,67.5,47.8295848,0,1011.991509
10/6/year 2,3129,28.88888889,21.66666667,62.5,47.8456782,0,1194.788958
10/7/year 2,4022,28.88888889,21.66666667,64.5,48.0548924,0,1338.293851
10/8/year 2,4022,28.88888889,21.66666667,62.5,48.1273127,0,1357.523734
10/9/year 2,4022,28.88888889,21.11111111,62.5,48.1273127,0,1333.29711
10/10/year 2,4022,28.88888889,21.11111111,61.5,48.2238731,0,1367.441508
10/11/year 2,4022,27.22222222,19.44444444,57.5,48.0790325,0,1477.369815
10/12/year 2,3129,24.44444444,18.33333333,72,48.1273127,1.26,1466.543542
10/13/year 2,3129,25.55555556,18.33333333,64,48.1273127,0,1484.032136
10/14/year 2,4022,24.44444444,15.55555556,56,47.8376315,0,1454.081972
10/15/year 2,4022,25.55555556,16.11111111,53,48.0629391,0,1474.038654
10/16/year 2,4022,25.55555556,15.55555556,52,48.0629391,0,1452.386109
10/17/year 2,4022,23.88888889,15.55555556,60,48.2077797,0.12,1339.959432
10/18/year 2,4022,23.88888889,13.88888889,57.5,48.2158264,0,1149.250476
10/19/year 2,3129,23.33333333,13.88888889,53.5,48.1916863,0,1036.218133
10/20/year 2,3129,23.33333333,13.33333333,50.5,48.1675462,0,1120.102819
10/21/year 2,4022,22.22222222,13.88888889,58,48.0870792,0,1251.683671
10/22/year 2,4022,23.33333333,14.44444444,57,48.199733,0,1369.107089
10/23/year 2,4022,23.33333333,14.44444444,56.5,48.3043401,0,1370.772669
10/24/year 2,4022,22.77777778,13.88888889,54.5,48.3043401,0,1373.27104
10/25/year 2,4022,21.11111111,13.88888889,63.5,48.199733,0,1363.277557
10/26/year 2,3129,22.22222222,13.88888889,58,48.2480132,0,1386.595683
10/27/year 2,3129,21.11111111,14.44444444,66,48.199733,0.31,1522.416194
10/28/year 2,4022,20,11.11111111,56,48.1273127,0,1541.49466
10/29/year 2,4022,20,11.11111111,55.5,48.1836396,0,1558.529005
10/30/year 2,4022,21.11111111,11.66666667,59,48.3526203,0.08,1548.156982
10/31/year 2,4022,20,12.22222222,63,48.3848071,0,1543.993031
11/1/year 2,4022,19.44444444,11.11111111,60.5,48.3687137,0,1555.652094
11/2/year 2,3129,18.33333333,8.888888889,54,48.3767604,0,1558.150464
11/3/year 2,3129,18.33333333,8.333333333,49.5,48.4089472,0,1533.166758
11/4/year 2,4022,17.77777778,7.777777778,54,48.5537878,0,1530.668388
11/5/year 2,4022,17.77777778,9.444444444,59,48.4491807,0,1536.497919
11/6/year 2,4022,16.66666667,12.22222222,74.5,48.4491807,0.08,1523.173276
11/7/year 2,4022,14.44444444,11.66666667,80.5,48.4894142,0.28,1359.113606
11/8/year 2,4022,16.66666667,10.55555556,67,48.4733208,0,1344.956173
11/9/year 2,3129,16.11111111,10,67.5,48.4813675,0,1250.85088
11/10/year 2,3129,15.55555556,8.888888889,65,48.4733208,0,1275.001796
11/11/year 2,4022,15.55555556,7.222222222,60.5,48.2882467,0,1246.686929
11/12/year 2,4022,15.55555556,6.666666667,57,48.3043401,0,1256.680412
11/13/year 2,4022,16.66666667,6.666666667,53.5,48.3928538,0,1262.509943
11/14/year 2,4022,15.55555556,5.555555556,49.5,48.4169939,0,1270.005055
11/15/year 2,4022,16.11111111,6.111111111,50,48.4652741,0,1427.402403
11/16/year 2,3129,15.55555556,5.555555556,52,48.5457411,0,1429.067983
11/17/year 2,3129,15.55555556,5.555555556,54,48.5135543,0,1451.553319
11/18/year 2,4022,15.55555556,6.111111111,52.5,48.5135543,0,1403.251487
11/19/year 2,4022,16.66666667,6.666666667,52,48.3445736,0,1432.399144
11/20/year 2,4022,17.77777778,6.111111111,50,48.2158264,0,1429.067983
11/21/year 2,4022,16.66666667,7.222222222,51.5,48.2641066,0,1330.79874
11/22/year 2,4022,17.22222222,7.222222222,51,48.4330873,0,1275.001796
11/23/year 2,3129,16.66666667,7.777777778,55.5,48.3687137,0,1299.985502
11/24/year 2,3129,16.66666667,7.777777778,53,48.2399665,0,1198.385098
11/25/year 2,4022,16.66666667,7.777777778,53.5,48.3365269,0,1252.516461
11/26/year 2,4022,16.66666667,7.222222222,51,48.2641066,0,1255.847622
11/27/year 2,4022,16.66666667,7.777777778,54.5,48.360667,0,1235.860657
11/28/year 2,4022,16.66666667,7.222222222,53.5,48.5376944,0.36,1400.753116
11/29/year 2,4022,14.44444444,6.666666667,60,48.5296477,0,1419.074501
11/30/year 2,3129,14.44444444,6.666666667,55,48.3848071,0,1417.40892
12/1/year 2,3129,15.55555556,6.666666667,54.5,48.3767604,0,1429.067983
12/2/year 2,4022,14.44444444,8.333333333,60,48.4089472,0,1519.842115
